Threat ID,Threat Name,Domain Code,Domain Name,Init Actor Code,Init Actor Name,Mec 1 Code,Mec 1 Name,Mec 2 Code,Mec 2 Name,Mec 3 Code,Mec 3 Name,Intent Code,Intent Name,Vis Code,Vis Name,Sev Code,Sev Name,Original Description,Analyst Notes
TH-0083,International Cyber Regulation Vacuum,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-404,Legal Manipulation,,,INT-10,Exploit,VIS-01,Overt,SEV-5,Severe,فقدان گفتگوی بین‌المللی در مورد تخلفات سایبری...,Lack of international dialogue on cyber violations (exploiting the vacuum).
TH-0084,Expert Celebrity Grooming,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-113,Educational Co-optation,,,INT-02,Influence,VIS-02,Covert,SEV-6,Critical,تربیت سلبریتی‌های کارشناس,Training/grooming expert celebrities (for influence operations).
TH-0085,Political Event Cyber Attacks,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-201,Cyber Intrusion,MEC-204,Denial of Service,,,INT-01,Destabilize,VIS-02,Covert,SEV-1,Minimal,حملات سایبری در زمان رویدادهای سیاسی,Cyber attacks during political events.
TH-0086,IP Cyber Theft,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-201,Cyber Intrusion,MEC-503,Espionage,INT-08,Steal,VIS-02,Covert,SEV-2,Low,دزدی مالکیت معنوی از طریق حملات سایبری...,Intellectual property theft via cyber attacks.
TH-0087,Accidental Misinformation,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-103,Misinformation,,,,,INT-05,Deceive,VIS-01,Overt,SEV-3,Moderate,غلط‌رسانی (misinformation) ناشی از سهو و اشتباه,Inadvertent misinformation due to errors.
TH-0088,Troll Campaigns,DOM-01,Information & Cognitive,ACT-02,دوست,MEC-109,Influence Campaign,MEC-102,Disinformation,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,کمپین‌های ترول؛ به چالش کشیدن روایت‌های ملی...,Troll campaigns challenging national narratives.
TH-0089,Energy Cyber Attack (PsyOp),DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-201,Cyber Intrusion,MEC-105,Psychological Operations,,,INT-01,Destabilize,VIS-02,Covert,SEV-5,Severe,حملات سایبری به زیرساخت‌های برق... به منظور فریب مردم,Cyber attacks on energy infra to psychologically demoralize the public.
TH-0090,State-Sponsored Cyber Hypocrisy,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-201,Cyber Intrusion,MEC-401,Diplomatic Pressure,,,INT-05,Deceive,VIS-02,Covert,SEV-6,Critical,کشورهایی که وظیفه و ادعای ایجاد امنیت سایبری دارند خودشان...,Cyber attacks by states claiming to be cyber defenders (e.g. UK on Belgacom).
TH-0091,Manufactured Social Media Conflict,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-109,Influence Campaign,MEC-601,Social Polarization,MEC-104,Narrative Manipulation,INT-04,Divide,VIS-02,Covert,SEV-1,Minimal,ایجاد درگیری در گفت‌وگوهای شبکه‌های اجتماعی...,Creating manufactured conflict in social media debates.
TH-0092,Superstition Propagation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-102,Disinformation,MEC-112,Demoralization,,,INT-05,Deceive,VIS-01,Overt,SEV-2,Low,گسترش خرافات در رسانه‌های اجتماعی,Spreading superstitions on social media.
TH-0093,Sovereign Information Control Bypass,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-108,Information Suppression,MEC-204,Denial of Service,,,INT-03,Control,VIS-02,Covert,SEV-3,Moderate,مبارزه با کنترل خبری حاکمیت یک کشور از طریق فضای مجازی,Fighting sovereign news control via cyberspace.
TH-0094,Bandwagon Effect Manipulation,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-104,Narrative Manipulation,MEC-102,Disinformation,,,INT-05,Deceive,VIS-02,Covert,SEV-4,High,شکل دادن به این تفکر در رسانه‌های اجتماعی که کدام طرف حق دارد...,Creating a false consensus/bandwagon effect on social media regardless of truth.
TH-0095,Private Media Subversion,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-109,Influence Campaign,MEC-104,Narrative Manipulation,,,INT-02,Influence,VIS-01,Overt,SEV-5,Severe,رسانه‌های خصوصی (شخصی),Utilization of private/personal media for subversion.
TH-0096,Terrorist Online Recruitment,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-608,Extremist Radicalization,MEC-101,Propaganda,,,INT-10,Exploit,VIS-01,Overt,SEV-6,Critical,استفاده از رسانه‌های اجتماعی به منظور آموزش و استخدام تروریست‌ها...,Using social media to train and recruit terrorists.
TH-0097,Deepfake Weaponization,DOM-01,Information & Cognitive,ACT-04,نامعلوم,MEC-106,Deepfake Distribution,MEC-102,Disinformation,MEC-111,Character Assassination,INT-05,Deceive,VIS-02,Covert,SEV-1,Minimal,پدیده جعل عمیق یا deep fakes...,Weaponizing deepfakes (audio/video AI manipulation).
TH-0098,Internet Censorship / Blocking,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-107,Censorship,MEC-204,Denial of Service,,,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,مسدود نمودن سایت‌های اینترنتی...,Blocking websites so target users cannot access them.
TH-0099,State-Sponsored Cyber Political Warfare,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-402,Election Interference,,,INT-01,Destabilize,VIS-02,Covert,SEV-3,Moderate,کمپین‌های جنگ سیاسی با بهره‌گیری از فضای مجازی...,State-sponsored cyber political warfare campaigns.
TH-0100,Political VIP Email Hack,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-205,Credential Theft,MEC-203,Data Exfiltration,,,INT-08,Steal,VIS-02,Covert,SEV-4,High,هک کردن ایمیل اعضای کلیدی یک حزب یا گروه,Hacking emails of key party/group members.
TH-0101,Foreign Policy Justification Propaganda,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-101,Propaganda,,,INT-02,Influence,VIS-03,Mixed,SEV-5,Severe,دستکاری‌های آشکار و پنهان رسانه‌ای...,Overt and covert media manipulation to justify foreign policy.
TH-0102,Data Harvesting for Polarization,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-207,Data Harvesting & Microtargeting,MEC-601,Social Polarization,,,INT-04,Divide,VIS-02,Covert,SEV-6,Critical,جمع‌آوری داده از رسانه‌های دیجیتال برای قطبی‌سازی سیاسی,Collecting data from digital media for political polarization.
TH-0103,Hate Speech & Racism Amplification,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-602,Identity Manipulation,,,INT-04,Divide,VIS-01,Overt,SEV-1,Minimal,گسترش سخنان نفرت‌انگیز و پرورش نژادپرستی در رسانه‌های اجتماعی,Spreading hate speech and racism on social media.
TH-0104,Phobia/Fear Propaganda,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-101,Propaganda,MEC-105,Psychological Operations,,,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,فشارهای تبلیغاتی برای ایجاد هراس از یک کشور,Propaganda pressure to create fear of a country (e.g. Iranophobia).
TH-0105,International Forum Misrepresentation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-102,Disinformation,,,INT-12,Isolate,VIS-01,Overt,SEV-3,Moderate,ارائه نادرست رویدادهای یک کشور در یک انجمن یا نشست بین‌المللی,Misrepresenting a country's events in international forums.
TH-0106,Hostile Global Conferences,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-406,International Forum Manipulation,MEC-109,Influence Campaign,,,INT-12,Isolate,VIS-01,Overt,SEV-4,High,تشکیل و ایجاد کنفرانس‌ها و نشست‌های جهانی با تمرکز بر یک کشور,Organizing global conferences focusing on a target country.
TH-0107,Separatist Media Amplification,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-602,Identity Manipulation,,,INT-04,Divide,VIS-03,Mixed,SEV-5,Severe,حمایت و بهره‌گیری از جدایی‌طلبان,Supporting and utilizing separatists (via information ops).
TH-0108,Political Provocation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-104,Narrative Manipulation,,,INT-01,Destabilize,VIS-01,Overt,SEV-6,Critical,تحریک سیاسی,Political provocation.
TH-0109,Insurgency / Rebellion,DOM-03,Political & Diplomatic,ACT-02,دوست,MEC-507,Proxy Warfare Support,MEC-606,Violence & Riot Incitement,,,INT-09,Destroy,VIS-01,Overt,SEV-1,Minimal,شورش,Insurgency / rebellion.
TH-0110,Political Criminal Networks,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-308,Subversion Funding,MEC-601,Social Polarization,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,شبکه‌های جنایتکار,Criminal networks used for political leverage.
TH-0111,Hostile Political Alliances,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-406,International Forum Manipulation,MEC-403,Institutional Capture,INT-12,Isolate,VIS-01,Overt,SEV-3,Moderate,متحدین سیاسی یک کشور,Political allies of a hostile country.
TH-0112,Political Opponent Discrediting,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-111,Character Assassination,MEC-401,Diplomatic Pressure,,,INT-01,Destabilize,VIS-01,Overt,SEV-4,High,بی‌اعتبار کردن مخالفان سیاسی,Discrediting political opponents.
TH-0113,Vital Resource Import Blockade,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-304,Resource Denial,MEC-401,Diplomatic Pressure,,,INT-11,Exhaust,VIS-01,Overt,SEV-5,Severe,مسدود کردن واردات منابع حیاتی,Blocking imports of vital resources.
TH-0114,Subversive Sloganeering,DOM-03,Political & Diplomatic,ACT-02,دوست,MEC-604,Protest Mobilization,MEC-104,Narrative Manipulation,,,INT-01,Destabilize,VIS-01,Overt,SEV-6,Critical,شعارهای خاص,Specific subversive slogans.
TH-0115,Territorial Sovereignty Threat,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-504,Force Projection,MEC-407,Border Provocation,INT-07,Intimidate,VIS-01,Overt,SEV-1,Minimal,تهدید سرزمینی به حق حاکمیت,Territorial threat to sovereignty.
TH-0116,Foreign Election Interference,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-402,Election Interference,MEC-102,Disinformation,,,INT-03,Control,VIS-02,Covert,SEV-2,Low,مداخله خارجی در انتخابات,Foreign interference in elections.
TH-0117,Polarizing Party Support,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-308,Subversion Funding,MEC-402,Election Interference,,,INT-04,Divide,VIS-02,Covert,SEV-3,Moderate,حمایت از احزاب سیاسی برای قطبی شدن سیاسی,Supporting political parties for political polarization.
TH-0118,Local Insurrection Incitement,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-604,Protest Mobilization,MEC-606,Violence & Riot Incitement,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,تحریک افراد محلی بر علیه دولت‌ها,Inciting local people against governments.
TH-0119,Political Crisis Exploitation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-405,Crisis Exploitation,MEC-104,Narrative Manipulation,,,INT-01,Destabilize,VIS-03,Mixed,SEV-5,Severe,سوء استفاده از بحران‌های سیاسی,Abuse of political crises.
TH-0120,Weaponized Migration,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-607,Weaponized Migration,MEC-605,Migration Pressure,,,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,مهاجرت پناهندگان,Refugee migration (weaponized).
TH-0121,Societal Polarization,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-601,Social Polarization,MEC-109,Influence Campaign,,,INT-04,Divide,VIS-03,Mixed,SEV-1,Minimal,قطبی سازی جامعه,Polarization of society.
TH-0122,Diplomatic Pressure Campaigns,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-406,International Forum Manipulation,MEC-405,Crisis Exploitation,INT-06,Delay,VIS-01,Overt,SEV-2,Low,اعمال فشارهای سیاسی,Applying political pressures.
TH-0123,State Defamation Campaigns,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-111,Character Assassination,MEC-406,International Forum Manipulation,,,INT-12,Isolate,VIS-01,Overt,SEV-3,Moderate,بدنام جلوه دادن یک کشور,Defaming a country.
TH-0124,Decision-Making Manipulation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-102,Disinformation,,,INT-05,Deceive,VIS-02,Covert,SEV-4,High,ایجاد خطای محاسباتی در تصمیم‌گیری مسئولان توسط دشمن,Inducing calculation errors in officials' decision-making.
TH-0125,Strength Narrative Subversion,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-112,Demoralization,,,INT-01,Destabilize,VIS-03,Mixed,SEV-5,Severe,تغییر روایت‌ها در مورد نقاط قوت یک کشور,Changing narratives about a country's strengths.
TH-0126,Hostile Ideology Infiltration,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-603,Cultural Influence,MEC-109,Influence Campaign,,,INT-02,Influence,VIS-02,Covert,SEV-6,Critical,انتقال مستقیم اندیشه‌ها و دیدگاه‌های جریان معاند به داخل,Direct transfer of hostile thoughts/views inside.
TH-0127,Celebrity-Led Agitation,DOM-03,Political & Diplomatic,ACT-02,دوست,MEC-606,Violence & Riot Incitement,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-01,Overt,SEV-1,Minimal,اقدام توام با خشونت، به میدان آمدن افراد مشهور...,Violent action led by celebrities or specific currents.
TH-0128,Foreign Subversion Centers,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-503,Espionage,MEC-507,Proxy Warfare Support,,,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,تشکیل مراکز عملیات علیه یک کشور,Establishing operations centers against a country.
TH-0129,Domestic Blame Shifting,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-104,Narrative Manipulation,MEC-401,Diplomatic Pressure,,,INT-05,Deceive,VIS-01,Overt,SEV-3,Moderate,مقصر دانستن بازیگران خارجی توسط سیاستمداران به عنوان عامل ناکامی‌های داخلی,Politicians blaming foreign actors for domestic failures.
TH-0130,Institutional Corruption Facilitation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-308,Subversion Funding,MEC-404,Legal Manipulation,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,بروز فساد در یک سازمان,Corruption occurrence in an organization.
TH-0131,Controlled Chaos Operations,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-606,Violence & Riot Incitement,MEC-405,Crisis Exploitation,,,INT-01,Destabilize,VIS-02,Covert,SEV-5,Severe,ایجاد آشوب کنترل شده,Creating controlled chaos.
TH-0132,False Flag Operations,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-502,Sabotage,MEC-102,Disinformation,,,INT-05,Deceive,VIS-02,Covert,SEV-6,Critical,پرچم دروغین (False flag)...,False flag operations.
TH-0133,Government Defamation PsyOps,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-111,Character Assassination,,,INT-01,Destabilize,VIS-03,Mixed,SEV-1,Minimal,تشدید نارضایتی از طریق تبلیغات... برای بدنام کردن حکومت,Exacerbating dissatisfaction via psyops to defame government.
TH-0134,Ideological Neglect Subversion,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-309,Policy Sabotage,,,,,INT-11,Exhaust,VIS-01,Overt,SEV-2,Low,بی‌توجهی به شعارهای انقلابی و غفلت از جریان انقلابی در کشور,Neglecting revolutionary slogans/currents.
TH-0135,Structural Management Exploitation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-309,Policy Sabotage,,,INT-11,Exhaust,VIS-02,Covert,SEV-3,Moderate,عیوب ساختاری و ضعف‌های مدیریتی,Exploiting structural defects and managerial weaknesses.
TH-0136,Illicit Trade State Subversion,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-308,Subversion Funding,MEC-310,Illicit Trade & Smuggling,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,تضعیف مشروعیت دولت از طریق قاچاق مواد مخدر، قاچاق انسان و اخاذی,Undermining state legitimacy via drugs/human trafficking/extortion.
TH-0137,Energy Sector Political Leverage,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-305,Investment Influence,MEC-401,Diplomatic Pressure,,,INT-03,Control,VIS-01,Overt,SEV-5,Severe,دستیابی به اهرم‌های سیاسی با سرمایه‌گذاری در حوزه انرژی...,Gaining political leverage via energy sector investments.
TH-0138,Covert NGO Funding,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-308,Subversion Funding,MEC-403,Institutional Capture,,,INT-01,Destabilize,VIS-02,Covert,SEV-6,Critical,حمایت پنهان از نهادهای غیر دولتی,Covert support for NGOs.
TH-0139,Local Elite Co-optation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-109,Influence Campaign,MEC-305,Investment Influence,INT-03,Control,VIS-02,Covert,SEV-1,Minimal,حمایت از نخبگان محلی,Supporting local elites.
TH-0140,Controversial Minority Legislation,DOM-03,Political & Diplomatic,ACT-01,خودی,MEC-404,Legal Manipulation,MEC-602,Identity Manipulation,,,INT-04,Divide,VIS-01,Overt,SEV-2,Low,وضع قوانین بحث‌برانگیز در مورد اقلیت‌ها,Passing controversial laws regarding minorities.
TH-0141,Regional Political Tensions,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-405,Crisis Exploitation,,,INT-01,Destabilize,VIS-01,Overt,SEV-3,Moderate,تنش‌های سیاسی بین کشورهای مختلف,Political tensions between various countries.
TH-0142,Confidential Information Leak,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-203,Data Exfiltration,MEC-503,Espionage,,,INT-08,Steal,VIS-02,Covert,SEV-4,High,افشای اطلاعات محرمانه,Exposure of confidential information.
TH-0143,Regulatory Obstruction Exploitation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-404,Legal Manipulation,MEC-309,Policy Sabotage,,,INT-11,Exhaust,VIS-01,Overt,SEV-5,Severe,وجود قوانین زیاد و دست‌وپاگیر و منفعت بردن مخالفان از این موضوع,Exploiting bureaucratic/excessive regulations for political gain.
TH-0144,Political Narrative Shifting,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-102,Disinformation,,,INT-05,Deceive,VIS-03,Mixed,SEV-6,Critical,تغییر بحث‌های سیاسی با انتشار اطلاعات نادرست,Shifting political discourse via disinformation.
TH-0145,Critical Infrastructure Sabotage,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-502,Sabotage,MEC-201,Cyber Intrusion,,,INT-09,Destroy,VIS-02,Covert,SEV-1,Minimal,آسیب رساندن به زیر ساخت‌های حیاتی,Damaging critical infrastructure.
TH-0146,Key Official Corruption,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-308,Subversion Funding,,,INT-10,Exploit,VIS-02,Covert,SEV-2,Low,فاسد کردن مقامات کلیدی,Corrupting key officials.
TH-0147,Energy Supply Interruption,DOM-06,Infrastructure & Technology,ACT-03,دشمن,MEC-304,Resource Denial,MEC-502,Sabotage,,,INT-09,Destroy,VIS-01,Overt,SEV-3,Moderate,قطع منابع انرژی,Cutting energy resources.
TH-0148,Targeted Organizational Communication,DOM-03,Political & Diplomatic,ACT-04,نامعلوم,MEC-109,Influence Campaign,,,,,INT-02,Influence,VIS-01,Overt,SEV-4,High,استفاده هدفمند از ارتباطات توسط یک سازمان برای انجام مأموریت خود,Targeted communication by organizations for specific mission objectives.
TH-0149,Rebellion Narrative Propagation,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-604,Protest Mobilization,,,INT-01,Destabilize,VIS-01,Overt,SEV-5,Severe,روایت‌های دشمن از ظهور شورش برای انجام اقدامات تبلیغاتی,Propagating insurgent narratives for propaganda.
TH-0150,Denial of Sabotage,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-102,Disinformation,MEC-104,Narrative Manipulation,MEC-502,Sabotage,INT-05,Deceive,VIS-02,Covert,SEV-6,Critical,انکار حوادث و اقدامات خرابکارانه,Denial of sabotage actions.
TH-0151,Transnational Terror Impact,DOM-04,Social,ACT-03,دشمن,MEC-608,Extremist Radicalization,,,,,INT-01,Destabilize,VIS-01,Overt,SEV-1,Minimal,تأثیرپذیری یک کشور از حوادث تروریستی که در یک کشور دیگر انجام می‌شود.,Secondary impact of transnational terrorism.
TH-0152,Geopolitical Interest Sabotage,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-309,Policy Sabotage,,,INT-12,Isolate,VIS-01,Overt,SEV-2,Low,رقابت‌های ژئوپولیتیکی و اقدام علیه منافع ژئوپلیتیک کشور,Geopolitical competition and acting against interests.
TH-0153,Civil Competition Interference,DOM-04,Social,ACT-03,دشمن,MEC-601,Social Polarization,MEC-109,Influence Campaign,,,INT-04,Divide,VIS-03,Mixed,SEV-3,Moderate,رقابت مدنی,Civil competition interference.
TH-0154,Political Destabilization,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-402,Election Interference,,,INT-01,Destabilize,VIS-02,Covert,SEV-4,High,بی‌ثباتی سیاسی,Political instability.
TH-0155,Violent Protest Support,DOM-04,Social,ACT-02,دوست,MEC-606,Violence & Riot Incitement,MEC-308,Subversion Funding,,,INT-01,Destabilize,VIS-01,Overt,SEV-5,Severe,حمایت از اعتراضات خشونت‌آمیز,Supporting violent protests.
TH-0156,Power Structure Subversion,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-403,Institutional Capture,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-02,Covert,SEV-6,Critical,اقدام علیه ساختارهای قدرت,Action against power structures.
TH-0157,Elite Division Exploitation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-602,Identity Manipulation,,,INT-04,Divide,VIS-02,Covert,SEV-1,Minimal,تشویق به تجزیه نخبگان سیاسی و تجاری...,Encouraging division of elites via ideological differences.
TH-0158,Internal Instability Agent Support,DOM-03,Political & Diplomatic,ACT-02,دوست,MEC-308,Subversion Funding,MEC-606,Violence & Riot Incitement,,,INT-01,Destabilize,VIS-02,Covert,SEV-2,Low,حمایت از سازمان‌های داخلی علاقه‌مند به بی‌ثبات کردن اوضاع,Supporting internal organizations interested in destabilization.
TH-0159,Conspiracy Theory Promotion,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-102,Disinformation,MEC-109,Influence Campaign,,,INT-05,Deceive,VIS-02,Covert,SEV-3,Moderate,ایجاد و تقویت تئوری‌های توطئه,Creating and strengthening conspiracy theories.
TH-0160,Freedom of Expression Abuse,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-103,Misinformation,MEC-102,Disinformation,,,INT-05,Deceive,VIS-01,Overt,SEV-4,High,سوء استفاده و تضعیف آزادی بیان از طریق انتشار اطلاعات نادرست,Abusing and undermining freedom of expression via disinformation.
TH-0161,Global Supply Chain Manipulation,DOM-02,Economic,ACT-03,دشمن,MEC-306,Trade Restriction,MEC-302,Market Manipulation,,,INT-11,Exhaust,VIS-03,Mixed,SEV-5,Severe,دستکاری زنجیره‌های تأمین جهانی,Manipulating global supply chains.
TH-0162,Humanitarian Aid Weaponization,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-109,Influence Campaign,,,INT-02,Influence,VIS-01,Overt,SEV-6,Critical,کمک‌های به ظاهر بشردوستانه...,Humanitarian aid for influence/goodwill.
TH-0163,Transnational Personnel Influence,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-109,Influence Campaign,MEC-503,Espionage,,,INT-02,Influence,VIS-02,Covert,SEV-1,Minimal,استفاده از دانشجویان در حال تحصیل... و دیپلمات‌ها...,Using students/diplomats to promote hostile narratives.
TH-0164,Historical Lie/Distortion,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-112,Demoralization,,,INT-05,Deceive,VIS-01,Overt,SEV-2,Low,تحریف و دروغ‌پردازی درباره گذشته و زمان حال یک کشور,Distorting/lying about a country's past and present.
TH-0165,Socio-Political Crisis Incitement,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-405,Crisis Exploitation,MEC-606,Violence & Riot Incitement,,,INT-01,Destabilize,VIS-03,Mixed,SEV-3,Moderate,تحریک یک بحران سیاسی اجتماعی,Inciting a socio-political crisis.
TH-0166,Institutional Cost-Shifting,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-406,International Forum Manipulation,,,,,INT-12,Isolate,VIS-01,Overt,SEV-4,High,حفظ و تقویت نهادهای بین‌المللی با هزینه‌های یک کشور...,Maintaining institutions at target's expense.
TH-0167,Event Inversion Narrative,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-102,Disinformation,MEC-103,Misinformation,INT-05,Deceive,VIS-01,Overt,SEV-5,Severe,وارونه جلوه دادن رویدادها,Inverting events (narratively).
TH-0168,Achievement Minimization,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-112,Demoralization,MEC-104,Narrative Manipulation,,,INT-11,Exhaust,VIS-01,Overt,SEV-6,Critical,کوچک شمردن دستاوردها,Minimizing achievements.
TH-0169,Hope Suppression,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-108,Information Suppression,MEC-112,Demoralization,,,INT-11,Exhaust,VIS-02,Covert,SEV-1,Minimal,پنهان کردن جلوه‌های امیدبخش,Hiding hopeful aspects.
TH-0170,Flaw Magnification,DOM-01,Information & Cognitive,ACT-03,دشمن,MEC-104,Narrative Manipulation,MEC-109,Influence Campaign,,,INT-01,Destabilize,VIS-01,Overt,SEV-2,Low,بزرگ‌نمایی عیوب,Magnifying defects.
TH-0171,International Cooperation Sabotage,DOM-02,Economic,ACT-03,دشمن,MEC-306,Trade Restriction,MEC-401,Diplomatic Pressure,,,INT-12,Isolate,VIS-01,Overt,SEV-3,Moderate,جلوگیری از همکاری شرکت‌های بین‌المللی با یک کشور,Preventing international companies from cooperating with a country.
TH-0172,All Options Open Strategy,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-504,Force Projection,MEC-105,Psychological Operations,INT-07,Intimidate,VIS-01,Overt,SEV-4,High,حفظ راهبرد همه گزینه‌ها بر روی میز,Maintaining 'all options on the table' strategy.
TH-0173,Official Insecurity Propagation,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-105,Psychological Operations,MEC-401,Diplomatic Pressure,,,INT-07,Intimidate,VIS-02,Covert,SEV-5,Severe,القای ناامن کردن کشورهای جهان برای مقامات یک کشور,Inducing insecurity for a country's officials globally.
TH-0174,Hostile Official Statements,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-110,Rumor Propagation,,,INT-02,Influence,VIS-01,Overt,SEV-6,Critical,بیانیه‌های رسمی دولتی با مضامینی خاص,Official government statements with specific hostile content.
TH-0175,Hostile Coalition Building,DOM-03,Political & Diplomatic,ACT-03,دشمن,MEC-401,Diplomatic Pressure,MEC-406,International Forum Manipulation,MEC-504,Force Projection,INT-12,Isolate,VIS-01,Overt,SEV-1,Minimal,ایجاد ائتلاف‌ها، اتحادیه‌ها و روابط استراتژیک با سایر کشورها,Creating hostile coalitions/strategic relations.
